timestamp_local,timestamp_utc,month,zen,azi,dni,dhi,ghi,T_ambient,tilt_analytic_2D,Isc_2D,Voc_2D,Imp_2D,Vmp_2D,Pmax_2D,FF_2D,tilt_fixed_3D,Isc_3D,Imp_3D,Vmp_3D,Voc_3D,Pmax_3D,FF_3D
2024-09-21 15:00:00+05:30,2024-09-21 09:30:00+00:00,Sep,43.315455063427734,256.54601700918494,755.6310779854938,152.9084075937226,702.6817362811191,25.64,12.37300022127844,9.95,3.815,9.43,3.2187,30.3364,0.7994,31,16.423363797508898,15.49083606950737,3.2263126252505008,3.815,49.978279986737476,0.7976725558379785
2024-09-21 16:00:00+05:30,2024-09-21 10:30:00+00:00,Sep,57.682016367967144,262.1503351305355,650.3630624921485,124.49702645998866,472.1667551164015,24.19,12.182564971818032,6.67,3.815,6.33,3.1957,20.2359,0.7949,31,13.369189594516527,12.632475439702567,3.188086172344689,3.815,40.27342027179965,0.7896213631726847
2024-10-21 09:00:00+05:30,2024-10-21 03:30:00+00:00,Oct,51.51865776126935,115.4381653300432,782.7217852408168,120.48937641196909,607.5226833275458,22.12,28.385138029900254,9.47,3.815,8.97,3.1957,28.6664,0.7934,31,15.49662758619216,14.666803071391522,3.2110220440881765,3.815,47.09542797853835,0.7966123028822778
2024-10-21 10:00:00+05:30,2024-10-21 04:30:00+00:00,Oct,38.94447345142132,126.32563489941913,847.684290142314,139.73364277558187,799.011900076496,22.75,25.582534731684067,12.2,3.815,11.52,3.1957,36.8155,0.7907,31,17.707883071308153,16.698991082197995,3.233957915831663,3.815,54.00383439667656,0.7993986471492964
2024-10-21 11:00:00+05:30,2024-10-21 05:30:00+00:00,Oct,28.66780630675894,145.54534315237817,879.0181355879505,151.28102454251564,922.5385951473261,23.76,24.26771687955592,13.96,3.815,13.18,3.1881,42.0221,0.7888,31,19.014501500734166,17.9349137438819,3.241603206412825,3.815,58.13787389890501,0.8014559532404661
2024-10-21 12:00:00+05:30,2024-10-21 06:30:00+00:00,Oct,23.87599195453383,177.46143829036293,889.1580775759428,155.45637275686374,968.5187848996694,23.69,23.85517750325431,14.62,3.815,13.79,3.1804,43.8707,0.7866,31,19.461742141498355,18.345010826525858,3.241603206412825,3.815,59.46724591694421,0.8009429246828104
2024-10-21 13:00:00+05:30,2024-10-21 07:30:00+00:00,Oct,27.594044516159464,210.73825486765975,881.5051219398413,152.28286394094596,933.5119367926006,23.7,24.190943773475496,14.12,3.815,13.32,3.1881,42.4658,0.7882,31,19.128543243369116,18.037760114238168,3.241603206412825,3.815,58.47126102281982,0.801246270023013
2024-10-21 14:00:00+05:30,2024-10-21 08:30:00+00:00,Oct,37.36096307395283,231.55347782425042,853.520982372031,141.74731433786985,820.1381081223936,23.97,25.39456974442234,12.51,3.815,11.82,3.2034,37.8659,0.7934,31,17.94698756209429,16.952118915012758,3.241603206412825,3.815,54.95204303039686,0.8025973830201288
2024-10-21 15:00:00+05:30,2024-10-21 09:30:00+00:00,Oct,49.72855885805217,243.25418720948514,794.4589263917728,123.60531351217185,637.1298306530363,22.35,27.977125664760884,9.9,3.815,9.38,3.1957,29.9824,0.7936,31,15.838899017415226,14.974877179531422,3.2186673346693384,3.815,48.1991480184431,0.7976637013029473
2024-10-21 16:00:00+05:30,2024-10-21 10:30:00+00:00,Oct,63.180318751486936,250.45124762125755,673.3167945184011,96.34473181340678,400.09934548874725,21.47,33.49849827567774,6.5,3.815,6.17,3.1728,19.5828,0.7896,31,12.367187328148944,11.708138305067774,3.180440881763527,3.815,37.23704171477908,0.789241093850785
