timestamp_local,timestamp_utc,month,zen,azi,dni,dhi,ghi,T_ambient,tilt_analytic_2D,Isc_2D,Voc_2D,Imp_2D,Vmp_2D,Pmax_2D,FF_2D,tilt_fixed_3D,Isc_3D,Imp_3D,Vmp_3D,Voc_3D,Pmax_3D,FF_3D
2024-11-21 09:00:00+05:30,2024-11-21 03:30:00+00:00,Nov,56.265257099285876,125.14501847864807,815.2269019801703,97.23742355856496,549.9425100914897,23.34,40.76182494398659,9.87,3.815,9.33,3.2187,30.0401,0.7981,31,14.171391035840239,13.41933993404382,3.241603206412825,3.815,43.50017535814012,0.8046073279172294
2024-11-21 10:00:00+05:30,2024-11-21 04:30:00+00:00,Nov,45.160117933911366,136.38881493965084,882.5204808051706,114.99605831881684,737.2671528716277,24.49,36.058188408773674,12.51,3.815,11.82,3.2187,38.0428,0.7971,31,16.657774246429735,15.735366863131361,3.2721843687374745,3.815,51.48902148588807,0.8102203072940972
2024-11-21 11:00:00+05:30,2024-11-21 05:30:00+00:00,Nov,36.70613951242741,153.69432639525076,914.4174829240725,125.8095054743136,858.8964509519544,25.75,33.75627731456389,14.22,3.815,13.42,3.2187,43.1793,0.796,31,18.049734488320922,17.042535271449342,3.2874749498997997,3.815,56.026907787673494,0.8136381312104519
2024-11-21 12:00:00+05:30,2024-11-21 06:30:00+00:00,Nov,33.01875299619483,177.6179850912382,924.8815287620446,129.83508363118074,905.3313150158905,25.91,32.99612678599838,14.87,3.815,14.04,3.211,45.0705,0.7944,31,18.518208449912297,17.488293019432238,3.2874749498997997,3.815,57.49232521789101,0.8137975215990769
2024-11-21 13:00:00+05:30,2024-11-21 07:30:00+00:00,Nov,35.613798846360005,202.3145346816952,917.705104401738,127.04545625861476,873.0920726552658,26.33,33.53057385718751,14.42,3.815,13.59,3.2263,43.8455,0.797,31,18.182438103122518,17.160310265504833,3.2951202404809616,3.815,56.545285688798195,0.8151729172416072
2024-11-21 14:00:00+05:30,2024-11-21 08:30:00+00:00,Nov,43.37566382665145,220.91065565325798,890.3301581016397,117.46461427231964,764.5984981596359,26.69,35.52881485644326,12.9,3.815,12.18,3.2416,39.4766,0.8022,31,16.974241520666826,16.037866726393744,3.2951202404809616,3.815,52.84669926427617,0.8160803999934345
2024-11-21 15:00:00+05:30,2024-11-21 09:30:00+00:00,Nov,54.118867061316244,233.0784719354914,831.3378187702592,101.01240359967392,588.2364245034144,26.55,39.707549853326995,10.42,3.815,9.86,3.2492,32.0425,0.8063,31,14.735919854536926,13.945860210018134,3.2798296593186373,3.815,45.74004594152911,0.8136259719635381
2024-11-21 16:00:00+05:30,2024-11-21 10:30:00+00:00,Nov,66.3995186962345,241.01603164960454,706.08619462012,76.62089542803517,359.2634740712176,25.36,47.96116426107835,7.12,3.815,6.75,3.2263,21.7819,0.8017,31,10.77413169236252,10.209890350548019,3.2263126252505008,3.815,32.94029814039634,0.8014025199413612
2024-12-21 09:00:00+05:30,2024-12-21 03:30:00+00:00,Dec,60.49046562836179,126.80692086828645,778.6690516563272,91.28502532200827,474.7972343516685,18.16,46.628661574268946,9.27,3.815,8.77,3.1575,27.6836,0.783,31,12.647467508331292,11.972399826763661,3.180440881763527,3.815,38.07750986185772,0.7891697406298067
2024-12-21 10:00:00+05:30,2024-12-21 04:30:00+00:00,Dec,49.584996640642636,137.05316434014316,862.7697915126952,110.80429547732888,670.1316097087555,20.62,40.68316836535631,12.04,3.815,11.39,3.1728,36.1465,0.7867,31,15.626290261299932,14.783692261612423,3.2263126252505008,3.815,47.696812991458295,0.8000901648465237
2024-12-21 11:00:00+05:30,2024-12-21 05:30:00+00:00,Dec,41.06663796584864,152.3022473421113,903.007139916217,123.07287606343152,803.8761126778957,22.24,37.649703482524394,13.92,3.815,13.13,3.1804,41.7709,0.7867,31,17.294033678627912,16.350461145131597,3.249248496993988,3.815,53.12671130097744,0.8052339736964865
2024-12-21 12:00:00+05:30,2024-12-21 06:30:00+00:00,Dec,36.65822934294509,173.15419847426517,918.3518321477136,128.50592339720197,865.2057998331283,23.28,36.46208530873602,14.77,3.815,13.92,3.1881,44.3625,0.7871,31,18.0483554651508,17.040041385965814,3.2645390781563126,3.815,55.62788099788626,0.8079050796561006
2024-12-21 13:00:00+05:30,2024-12-21 07:30:00+00:00,Dec,37.83180018001658,195.88371652574986,914.5650203588326,127.11922881269982,849.4431431259976,24.15,36.75674425583775,14.55,3.815,13.73,3.1957,43.8727,0.7901,31,17.840255390035583,16.849257746992638,3.2721843687374745,3.815,55.13387782453811,0.810070710996318
2024-12-21 14:00:00+05:30,2024-12-21 08:30:00+00:00,Dec,44.142977716870305,214.5985260009548,890.295854282755,118.91635017812075,757.7783494373274,24.6,38.620901114142455,13.27,3.815,12.54,3.211,40.2516,0.7949,31,16.76742521078031,15.856371936041667,3.2721843687374745,3.815,51.884972394003114,0.8111117071380572
2024-12-21 15:00:00+05:30,2024-12-21 09:30:00+00:00,Dec,53.80615147547407,227.6181702288236,835.7656729040816,103.80486444033966,597.3129553611662,24.67,42.651421683208376,11.02,3.815,10.41,3.2263,33.602,0.7995,31,14.633892523737114,13.839133526543952,3.2645390781563126,3.815,45.17839220522592,0.8092381860630354
2024-12-21 16:00:00+05:30,2024-12-21 10:30:00+00:00,Dec,65.33659551355287,236.3145501915402,721.2130051623764,80.86234272316835,381.7727073231872,24.36,50.37899632889137,7.91,3.815,7.48,3.2187,24.0883,0.7987,31,10.966785186125707,10.396732224410902,3.2186673346693384,3.815,33.46362239801546,0.7998325459573936
